site,tree,tree.temp,tree.height
1,1,-0.6814269396566379,13.148024520563979
1,2,0.30946753155016016,10.945306067172517
1,3,5.676124942447372,10.933339315448162
1,4,1.211525174273728,7.967864753697802
1,5,1.3878632054828386,12.580770687776456
1,6,6.145194960649843,10.578531638616449
1,7,2.382748617967607,9.68651414927785
1,8,-2.795183703819602,8.175948414683383
1,9,-1.0605585556805783,10.400475006707456
1,10,-0.33698591029987424,9.301877729966584
1,11,4.672245392318384,10.205938959344326
1,12,2.0794414811720916,8.564800024472806
1,13,2.2023143517821566,14.375178965891397
1,14,1.3320481478353592,10.967994945584062
1,15,-0.6675234042622247,13.14989015454477
1,16,6.360739410409234,5.796600659484696
1,17,2.493551434687718,10.093604340010325
1,18,-4.899851469888914,9.649035416815858
1,19,3.1040677046910568,8.554147641268173
1,20,-0.41837422318380213,14.09321830844819
1,21,-2.2034711179605355,8.16943616046102
1,22,0.3460752560251146,11.63678052081605
1,23,-2.078013344921719,12.692872571159384
1,24,-1.1866736878734208,11.356380376836047
1,25,-0.87511780354777,9.24948904500897
1,26,-4.06007993222724,12.882331613448335
1,27,3.513361133483574,11.341176163681675
1,28,1.4601193535095458,8.873004187235914
1,29,-2.414410811035843,8.223901904795877
1,30,4.761444763209781,15.173434868986295
2,1,3.279392664430441,10.642993709163125
2,2,1.1147855510231865,8.28885669216392
2,3,4.6853769831350665,13.066518725507304
2,4,4.634400462599126,12.620460512121792
2,5,4.464743244912461,9.292331328554804
2,6,4.065920762300273,8.1140871728361
2,7,3.6617529606127666,11.767394965682788
2,8,1.814264868269835,14.278792583418845
2,9,1.0821120087802498,13.272248070364297
2,10,0.8585869969628519,11.014125151676046
2,11,-0.08412093676153809,10.331623536831245
2,12,1.3762481659412038,12.54213351350109
2,13,-1.7961890547047936,12.314706694432315
2,14,8.506867896015539,13.259423493385455
2,15,5.623885994914971,11.208404099422207
2,16,-1.3693257496100477,13.798708106406199
2,17,0.791345494102772,10.338376945327504
2,18,0.6000339391303435,11.338910599760073
2,19,4.339895355008954,13.48162904745181
2,20,1.7498928005845122,13.979943217254226
2,21,2.7599555419842643,8.122990597093242
2,22,1.914359733953891,12.214380814032307
2,23,1.8713886281260517,13.217558023469259
2,24,6.105806852043373,9.098351373018737
2,25,1.322687043022197,12.961251199750434
2,26,6.54941181328862,10.343651459206406
2,27,-2.6462584126906634,14.040506024328858
2,28,3.7538412489082074,13.076964064205281
2,29,2.3715627315338415,13.53810458999122
2,30,2.6478247062319182,12.241438658574069
3,1,4.138918448279647,14.727296868315507
3,2,1.493029640672093,15.761029056629075
3,3,2.0003778489917394,16.932496030911267
3,4,-0.055726149321266405,12.94320989050187
3,5,-0.21537367942673313,8.501897819335191
3,6,3.910585924212774,13.063052009187983
3,7,4.344629335888278,13.41112241689995
3,8,3.1590126801915126,12.689309305711204
3,9,5.766802403639213,14.13657724155415
3,10,9.150254056881433,15.02135592902853
3,11,1.526906501830394,11.964035139664357
3,12,-3.927506626922437,12.411809345687779
3,13,6.017215573386769,13.795684417600679
3,14,0.8723977122528224,11.899552517021723
3,15,0.935974150597926,13.18253476697647
3,16,6.076714109090096,9.076584802229396
3,17,2.1456809788469733,10.760200557204751
3,18,-0.6621531367636067,10.34448904879175
3,19,3.5439104392474507,11.292752606545516
3,20,2.583325912682866,11.613390944138668
3,21,3.017292557699661,13.76461028509274
3,22,4.1558412033789915,14.964226005045282
3,23,1.888019904622772,11.54523294182493
3,24,4.933129645556499,11.00632203524399
3,25,2.338540314543748,10.916622282020981
3,26,3.9953458917470908,12.170822547272653
3,27,6.290517039448043,12.521941863694872
3,28,4.305544472501408,13.967235067676539
3,29,2.0222052434063196,12.35735031566322
3,30,6.446422855353282,8.843021462279953
4,1,6.980511567886358,13.817131448899723
4,2,5.64519087852421,16.374373621303114
4,3,4.716195205334324,16.38320253702065
4,4,2.116281771881886,12.422073563777541
4,5,8.081957345590023,10.904446912724858
4,6,2.199221238558619,18.916120983730547
4,7,10.56199897904973,13.675156115041162
4,8,8.597831878555567,13.805097499788765
4,9,3.292898922698569,14.841148377396294
4,10,0.9207372990796578,10.771921086761761
4,11,1.868780308902097,12.543561777617425
4,12,4.770651127469589,10.919115189419982
4,13,3.2599243646128793,12.613810771978809
4,14,2.9573722018068005,14.237698866009122
4,15,1.145144298204953,11.270581084026176
4,16,3.864916825573239,15.179965358734625
4,17,1.6452865916287727,14.578688057634672
4,18,-1.0038258097644102,12.191569948758723
4,19,2.8593204391367126,14.452649884762128
4,20,6.756989827182298,15.496162324987687
4,21,2.273959112174824,16.122190506523484
4,22,5.8238929666751,13.574303442706945
4,23,-0.8536481248674921,13.81272641217791
4,24,3.833314103426382,13.82657173003615
4,25,5.558221611830387,16.88292351211009
4,26,4.903460086500143,16.250143784555988
4,27,4.31702858244683,15.668803135514079
4,28,2.077881975083871,13.425318400318615
4,29,1.4508869618992533,14.746482868332812
4,30,0.9276136281852603,14.806580662441391
5,1,5.352939791300377,12.916653411421356
5,2,2.1575761574455936,11.543390969358514
5,3,3.5283276688979948,16.283660055303233
5,4,4.231723423405258,11.941378937639156
5,5,10.531586015696622,15.00336737696842
5,6,3.0441502949136243,15.500495642696663
5,7,5.706159716854571,16.127734780611767
5,8,5.233882548691132,15.378852475029621
5,9,2.114430097609614,13.534292387405749
5,10,4.786075741629204,16.97273171979092
5,11,9.333652575270047,18.47726753381249
5,12,6.354512159237644,16.762357617850885
5,13,5.12369876597882,11.11269819735205
5,14,3.7325095029811255,17.79915237080589
5,15,-1.1597416646215466,14.887888107627465
5,16,8.394011640242526,16.04982855863858
5,17,0.6180797872255344,16.24406647174212
5,18,7.219842532632003,14.80662785358659
5,19,10.72731070765245,14.849473604702547
5,20,0.6683205170846023,17.0383141386618
5,21,7.105353006124132,16.423203844972488
5,22,4.213407531792596,16.980524492088463
5,23,0.283567522563537,19.765853390460656
5,24,0.45599703865474606,16.328831727388174
5,25,0.19539147927621947,15.414762314770615
5,26,3.407280433489091,10.578733778848758
5,27,0.6147332450123004,20.38342800649223
5,28,7.063750318927482,14.034646356407384
5,29,11.300326821577015,19.74946943019079
5,30,1.1389085718944632,15.749287136009976
6,1,8.363216542425533,19.076860397793588
6,2,8.30712672300273,15.780579357647522
6,3,6.996607736850353,17.02294150939625
6,4,2.9748701751689763,16.427915959284523
6,5,5.641642180108024,15.627758601253008
6,6,5.15881399448926,15.759212350755012
6,7,7.68896859966144,18.025668671688507
6,8,4.8826837316885126,15.597083706057001
6,9,8.930920160056862,11.9246350111184
6,10,4.876257426698959,15.608221502340344
6,11,9.158134396737996,17.079581211072547
6,12,2.852468980001803,17.232911432702878
6,13,2.219534265725663,17.23313563495487
6,14,15.723119804827213,12.615796958261837
